chave,NOME,UF,GEOCOD_IBGE,COD_TSE,AJUSTE
mg brumadinho,BRUMADINHO,MG,3109006,41793,
mg bueno brandao,BUENO BRANDÃO,MG,3109105,41815,
mg buenopolis,BUENÓPOLIS,MG,3109204,41831,
mg bugre,BUGRE,MG,3109253,41769,
mg buritis,BURITIS,MG,3109303,41858,
mg buritizeiro,BURITIZEIRO,MG,3109402,41874,
mg cabeceira grande,CABECEIRA GRANDE,MG,3109451,41785,
mg cabo verde,CABO VERDE,MG,3109501,41890,
mg cachoeira da prata,CACHOEIRA DA PRATA,MG,3109600,41912,
mg cachoeira de minas,CACHOEIRA DE MINAS,MG,3109709,41939,
mg cachoeira de pajeu,CACHOEIRA DE PAJEÚ,MG,3102704,40533,
mg cachoeira dourada,CACHOEIRA DOURADA,MG,3109808,41955,
mg caetanopolis,CAETANÓPOLIS,MG,3109907,41971,
mg caete,CAETÉ,MG,3110004,41998,
mg caiana,CAIANA,MG,3110103,42013,
mg cajuri,CAJURI,MG,3110202,42030,
mg caldas,CALDAS,MG,3110301,42056,
mg camacho,CAMACHO,MG,3110400,42072,
mg camanducaia,CAMANDUCAIA,MG,3110509,42099,
mg cambui,CAMBUÍ,MG,3110608,42110,
mg cambuquira,CAMBUQUIRA,MG,3110707,42137,
mg campanario,CAMPANÁRIO,MG,3110806,42153,
mg campanha,CAMPANHA,MG,3110905,42170,
mg campestre,CAMPESTRE,MG,3111002,42196,
mg campina verde,CAMPINA VERDE,MG,3111101,42218,
mg campo azul,CAMPO AZUL,MG,3111150,41807,
mg campo belo,CAMPO BELO,MG,3111200,42234,
mg campo do meio,CAMPO DO MEIO,MG,3111309,42250,
mg campo florido,CAMPO FLORIDO,MG,3111408,42277,
mg campos altos,CAMPOS ALTOS,MG,3111507,42293,
mg campos gerais,CAMPOS GERAIS,MG,3111606,42315,
mg cana verde,CANA VERDE,MG,3111903,42374,
mg canaa,CANAÃ,MG,3111705,42331,
mg canapolis,CANÁPOLIS,MG,3111804,42358,
mg candeias,CANDEIAS,MG,3112000,42390,
mg cantagalo,CANTAGALO,MG,3112059,41823,
mg caparao,CAPARAÓ,MG,3112109,42412,
mg capela nova,CAPELA NOVA,MG,3112208,42439,
mg capelinha,CAPELINHA,MG,3112307,42455,
mg capetinga,CAPETINGA,MG,3112406,42471,
mg capim branco,CAPIM BRANCO,MG,3112505,42498,
mg capinopolis,CAPINÓPOLIS,MG,3112604,42510,
mg capitao andrade,CAPITÃO ANDRADE,MG,3112653,40061,
mg capitao eneas,CAPITÃO ENÉAS,MG,3112703,42536,
mg capitolio,CAPITÓLIO,MG,3112802,42552,
mg caputira,CAPUTIRA,MG,3112901,42579,
mg carai,CARAÍ,MG,3113008,42595,
mg caranaiba,CARANAÍBA,MG,3113107,42617,
mg carandai,CARANDAÍ,MG,3113206,42633,
mg carangola,CARANGOLA,MG,3113305,42650,
mg caratinga,CARATINGA,MG,3113404,42676,
mg carbonita,CARBONITA,MG,3113503,42692,
mg careacu,CAREAÇU,MG,3113602,42714,
mg carlos chagas,CARLOS CHAGAS,MG,3113701,42730,
mg carmesia,CARMÉSIA,MG,3113800,42757,
mg carmo da cachoeira,CARMO DA CACHOEIRA,MG,3113909,42773,
mg carmo da mata,CARMO DA MATA,MG,3114006,42790,
mg carmo de minas,CARMO DE MINAS,MG,3114105,42811,
mg carmo do cajuru,CARMO DO CAJURU,MG,3114204,42838,
mg carmo do paranaiba,CARMO DO PARANAÍBA,MG,3114303,42854,
mg carmo do rio claro,CARMO DO RIO CLARO,MG,3114402,42870,
mg carmopolis de minas,CARMÓPOLIS DE MINAS,MG,3114501,42897,
mg carneirinho,CARNEIRINHO,MG,3114550,40088,
mg carrancas,CARRANCAS,MG,3114600,42919,
mg carvalhopolis,CARVALHÓPOLIS,MG,3114709,42935,
mg carvalhos,CARVALHOS,MG,3114808,42951,
mg casa grande,CASA GRANDE,MG,3114907,42978,
mg cascalho rico,CASCALHO RICO,MG,3115003,42994,
mg cassia,CÁSSIA,MG,3115102,43010,
mg cataguases,CATAGUASES,MG,3115300,43052,
mg catas altas,CATAS ALTAS,MG,3115359,41840,
mg catas altas da noruega,CATAS ALTAS DA NORUEGA,MG,3115409,43079,
mg catuji,CATUJI,MG,3115458,40100,
mg catuti,CATUTI,MG,3115474,41866,
mg caxambu,CAXAMBU,MG,3115508,43095,
mg cedro do abaete,CEDRO DO ABAETÉ,MG,3115607,43117,
mg central de minas,CENTRAL DE MINAS,MG,3115706,43133,
mg centralina,CENTRALINA,MG,3115805,43150,
mg chacara,CHÁCARA,MG,3115904,43176,
mg chale,CHALÉ,MG,3116001,43192,
mg chapada do norte,CHAPADA DO NORTE,MG,3116100,43214,
mg chapada gaucha,CHAPADA GAÚCHA,MG,3116159,41882,
mg chiador,CHIADOR,MG,3116209,43230,
mg cipotanea,CIPOTÂNEA,MG,3116308,43257,
mg claraval,CLARAVAL,MG,3116407,43273,
mg claro dos pocoes,CLARO DOS POÇÕES,MG,3116506,43290,
mg claudio,CLÁUDIO,MG,3116605,43311,
mg coimbra,COIMBRA,MG,3116704,43338,
mg coluna,COLUNA,MG,3116803,43354,
mg comendador gomes,COMENDADOR GOMES,MG,3116902,43370,
mg comercinho,COMERCINHO,MG,3117009,43397,
mg conceicao da aparecida,CONCEIÇÃO DA APARECIDA,MG,3117108,43419,
mg conceicao da barra de minas,CONCEIÇÃO DA BARRA DE MINAS,MG,3115201,43036,
mg conceicao das alagoas,CONCEIÇÃO DAS ALAGOAS,MG,3117306,43451,
mg conceicao das pedras,CONCEIÇÃO DAS PEDRAS,MG,3117207,43435,
mg conceicao de ipanema,CONCEIÇÃO DE IPANEMA,MG,3117405,43478,
mg conceicao do mato dentro,CONCEIÇÃO DO MATO DENTRO,MG,3117504,43494,
mg conceicao do para,CONCEIÇÃO DO PARÁ,MG,3117603,43516,
mg conceicao do rio verde,CONCEIÇÃO DO RIO VERDE,MG,3117702,43532,
mg conceicao dos ouros,CONCEIÇÃO DOS OUROS,MG,3117801,43559,
mg conego marinho,CÔNEGO MARINHO,MG,3117836,41904,
mg confins,CONFINS,MG,3117876,41920,
mg congonhal,CONGONHAL,MG,3117900,43575,
mg congonhas,CONGONHAS,MG,3118007,43591,
mg congonhas do norte,CONGONHAS DO NORTE,MG,3118106,43613,
mg conquista,CONQUISTA,MG,3118205,43630,
mg conselheiro lafaiete,CONSELHEIRO LAFAIETE,MG,3118304,43656,
mg conselheiro pena,CONSELHEIRO PENA,MG,3118403,43672,
mg consolacao,CONSOLAÇÃO,MG,3118502,43699,
mg contagem,CONTAGEM,MG,3118601,43710,
mg coqueiral,COQUEIRAL,MG,3118700,43737,
mg coracao de jesus,CORAÇÃO DE JESUS,MG,3118809,43753,
mg cordisburgo,CORDISBURGO,MG,3118908,43770,
mg cordislandia,CORDISLÂNDIA,MG,3119005,43796,
mg corinto,CORINTO,MG,3119104,43818,
mg coroaci,COROACI,MG,3119203,43834,
mg coromandel,COROMANDEL,MG,3119302,43850,
mg coronel fabriciano,CORONEL FABRICIANO,MG,3119401,43877,
mg coronel murta,CORONEL MURTA,MG,3119500,43893,
mg coronel pacheco,CORONEL PACHECO,MG,3119609,43915,
mg coronel xavier chaves,CORONEL XAVIER CHAVES,MG,3119708,43931,
mg corrego danta,CÓRREGO DANTA,MG,3119807,43958,
mg corrego do bom jesus,CÓRREGO DO BOM JESUS,MG,3119906,43974,
mg corrego fundo,CÓRREGO FUNDO,MG,3119955,41947,
mg corrego novo,CÓRREGO NOVO,MG,3120003,43990,
mg couto de magalhaes de minas,COUTO DE MAGALHÃES DE MINAS,MG,3120102,44016,
mg crisolita,CRISÓLITA,MG,3120151,41963,
mg cristais,CRISTAIS,MG,3120201,44032,
mg cristalia,CRISTÁLIA,MG,3120300,44059,
mg cristiano otoni,CRISTIANO OTONI,MG,3120409,44075,
mg cristina,CRISTINA,MG,3120508,44091,
mg crucilandia,CRUCILÂNDIA,MG,3120607,44113,
mg cruzeiro da fortaleza,CRUZEIRO DA FORTALEZA,MG,3120706,44130,
mg cruzilia,CRUZÍLIA,MG,3120805,44156,
mg cuparaque,CUPARAQUE,MG,3120839,41980,
mg curral de dentro,CURRAL DE DENTRO,MG,3120870,42005,
mg curvelo,CURVELO,MG,3120904,44172,
mg datas,DATAS,MG,3121001,44199,
mg delfim moreira,DELFIM MOREIRA,MG,3121100,44210,
mg delfinopolis,DELFINÓPOLIS,MG,3121209,44237,
mg delta,DELTA,MG,3121258,42021,
mg descoberto,DESCOBERTO,MG,3121308,44253,
mg desterro de entre rios,DESTERRO DE ENTRE RIOS,MG,3121407,44270,
mg desterro do melo,DESTERRO DO MELO,MG,3121506,44296,
mg diamantina,DIAMANTINA,MG,3121605,44318,
mg diogo de vasconcelos,DIOGO DE VASCONCELOS,MG,3121704,44334,
mg dionisio,DIONÍSIO,MG,3121803,44350,
mg divinesia,DIVINÉSIA,MG,3121902,44377,
mg divino,DIVINO,MG,3122009,44393,
mg divino das laranjeiras,DIVINO DAS LARANJEIRAS,MG,3122108,44415,
mg divinolandia de minas,DIVINOLÂNDIA DE MINAS,MG,3122207,44431,
mg divinopolis,DIVINÓPOLIS,MG,3122306,44458,
mg divisa alegre,DIVISA ALEGRE,MG,3122355,40126,
mg divisa nova,DIVISA NOVA,MG,3122405,44474,
mg divisopolis,DIVISÓPOLIS,MG,3122454,40142,
mg dom bosco,DOM BOSCO,MG,3122470,42048,
mg dom cavati,DOM CAVATI,MG,3122504,44490,
mg dom joaquim,DOM JOAQUIM,MG,3122603,44512,
mg dom silverio,DOM SILVÉRIO,MG,3122702,44539,
mg dom vicoso,DOM VIÇOSO,MG,3122801,44555,
mg dona eusebia,DONA EUSÉBIA,MG,3122900,44571,
mg dores de campos,DORES DE CAMPOS,MG,3123007,44598,
mg dores de guanhaes,DORES DE GUANHÃES,MG,3123106,44610,
mg dores do indaia,DORES DO INDAIÁ,MG,3123205,44636,
mg dores do turvo,DORES DO TURVO,MG,3123304,44652,
mg doresopolis,DORESÓPOLIS,MG,3123403,44679,
mg douradoquara,DOURADOQUARA,MG,3123502,44695,
mg durande,DURANDÉ,MG,3123528,40169,
mg eloi mendes,ELÓI MENDES,MG,3123601,44717,
mg engenheiro caldas,ENGENHEIRO CALDAS,MG,3123700,44733,
mg engenheiro navarro,ENGENHEIRO NAVARRO,MG,3123809,44750,
mg entre folhas,ENTRE FOLHAS,MG,3123858,40185,
mg entre rios de minas,ENTRE RIOS DE MINAS,MG,3123908,44776,
mg ervalia,ERVÁLIA,MG,3124005,44792,
mg esmeraldas,ESMERALDAS,MG,3124104,44814,
mg espera feliz,ESPERA FELIZ,MG,3124203,44830,
mg espinosa,ESPINOSA,MG,3124302,44857,
mg espirito santo do dourado,ESPÍRITO SANTO DO DOURADO,MG,3124401,44873,
mg estiva,ESTIVA,MG,3124500,44890,
mg estrela dalva,ESTRELA DALVA,MG,3124609,44911,
mg estrela do indaia,ESTRELA DO INDAIÁ,MG,3124708,44938,
mg estrela do sul,ESTRELA DO SUL,MG,3124807,44954,
mg eugenopolis,EUGENÓPOLIS,MG,3124906,44970,
mg ewbank da camara,EWBANK DA CÂMARA,MG,3125002,44997,
mg extrema,EXTREMA,MG,3125101,45012,
mg fama,FAMA,MG,3125200,45039,
mg faria lemos,FARIA LEMOS,MG,3125309,45055,
mg felicio dos santos,FELÍCIO DOS SANTOS,MG,3125408,45071,
mg felisburgo,FELISBURGO,MG,3125606,45110,
mg felixlandia,FELIXLÂNDIA,MG,3125705,45136,
mg fernandes tourinho,FERNANDES TOURINHO,MG,3125804,45152,
mg ferros,FERROS,MG,3125903,45179,
mg fervedouro,FERVEDOURO,MG,3125952,40207,
mg florestal,FLORESTAL,MG,3126000,45195,
mg formiga,FORMIGA,MG,3126109,45217,
mg formoso,FORMOSO,MG,3126208,45233,
mg fortaleza de minas,FORTALEZA DE MINAS,MG,3126307,45250,
mg fortuna de minas,FORTUNA DE MINAS,MG,3126406,45276,
mg francisco badaro,FRANCISCO BADARÓ,MG,3126505,45292,
mg francisco dumont,FRANCISCO DUMONT,MG,3126604,45314,
mg francisco sa,FRANCISCO SÁ,MG,3126703,45330,
mg franciscopolis,FRANCISCÓPOLIS,MG,3126752,40223,
mg frei gaspar,FREI GASPAR,MG,3126802,45357,
mg frei inocencio,FREI INOCÊNCIO,MG,3126901,45373,
mg frei lagonegro,FREI LAGONEGRO,MG,3126950,42064,
mg fronteira,FRONTEIRA,MG,3127008,45390,
mg fronteira dos vales,FRONTEIRA DOS VALES,MG,3127057,49352,
mg fruta de leite,FRUTA DE LEITE,MG,3127073,42080,
mg frutal,FRUTAL,MG,3127107,45411,
mg funilandia,FUNILÂNDIA,MG,3127206,45438,
mg galileia,GALILÉIA,MG,3127305,45454,
mg gameleiras,GAMELEIRAS,MG,3127339,42102,
mg glaucilandia,GLAUCILÂNDIA,MG,3127354,42129,
mg goiabeira,GOIABEIRA,MG,3127370,42145,
mg goiana,GOIANÁ,MG,3127388,42161,
mg goncalves,GONÇALVES,MG,3127404,45470,
mg gonzaga,GONZAGA,MG,3127503,45497,
mg gouveia,GOUVEIA,MG,3127602,45519,
mg governador valadares,GOVERNADOR VALADARES,MG,3127701,45535,
mg grao mogol,GRÃO MOGOL,MG,3127800,45551,
mg grupiara,GRUPIARA,MG,3127909,45578,
mg guanhaes,GUANHÃES,MG,3128006,45594,
mg guape,GUAPÉ,MG,3128105,45616,
mg guaraciaba,GUARACIABA,MG,3128204,45632,
mg guaraciama,GUARACIAMA,MG,3128253,42188,
mg guaranesia,GUARANÉSIA,MG,3128303,45659,
mg guarani,GUARANI,MG,3128402,45675,
mg guarara,GUARARÁ,MG,3128501,45691,
mg guarda-mor,GUARDA-MOR,MG,3128600,45713,
mg guaxupe,GUAXUPÉ,MG,3128709,45730,
mg guidoval,GUIDOVAL,MG,3128808,45756,
mg guimarania,GUIMARÂNIA,MG,3128907,45772,
mg guiricema,GUIRICEMA,MG,3129004,45799,
mg gurinhata,GURINHATÃ,MG,3129103,45810,
mg heliodora,HELIODORA,MG,3129202,45837,
mg iapu,IAPU,MG,3129301,45853,
mg ibertioga,IBERTIOGA,MG,3129400,45870,
mg ibia,IBIÁ,MG,3129509,45896,
mg ibiai,IBIAÍ,MG,3129608,45918,
mg ibiracatu,IBIRACATU,MG,3129657,42200,
mg ibiraci,IBIRACI,MG,3129707,45934,
mg ibirite,IBIRITÉ,MG,3129806,45950,
mg ibitiura de minas,IBITIÚRA DE MINAS,MG,3129905,45977,
mg ibituruna,IBITURUNA,MG,3130002,45993,
mg icarai de minas,ICARAÍ DE MINAS,MG,3130051,40240,
mg igarape,IGARAPÉ,MG,3130101,46019,
mg igaratinga,IGARATINGA,MG,3130200,46035,
mg iguatama,IGUATAMA,MG,3130309,46051,
mg ijaci,IJACI,MG,3130408,46078,
mg ilicinea,ILICÍNEA,MG,3130507,46094,
mg imbe de minas,IMBÉ DE MINAS,MG,3130556,42226,
mg inconfidentes,INCONFIDENTES,MG,3130606,46116,
mg indaiabira,INDAIABIRA,MG,3130655,42242,
mg indianopolis,INDIANÓPOLIS,MG,3130705,46132,
mg ingai,INGAÍ,MG,3130804,46159,
mg inhapim,INHAPIM,MG,3130903,46175,
mg inhauma,INHAÚMA,MG,3131000,46191,
mg inimutaba,INIMUTABA,MG,3131109,46213,
mg ipaba,IPABA,MG,3131158,40266,
mg ipanema,IPANEMA,MG,3131208,46230,
mg ipatinga,IPATINGA,MG,3131307,46256,
mg ipiacu,IPIAÇU,MG,3131406,46272,
mg ipuiuna,IPUIÚNA,MG,3131505,46299,
mg irai de minas,IRAÍ DE MINAS,MG,3131604,46310,
mg itabira,ITABIRA,MG,3131703,46337,
mg itabirinha,ITABIRINHA,MG,3131802,46353,
mg itabirito,ITABIRITO,MG,3131901,46370,
mg itacambira,ITACAMBIRA,MG,3132008,46396,
mg itacarambi,ITACARAMBI,MG,3132107,46418,
mg itaguara,ITAGUARA,MG,3132206,46434,
mg itaipe,ITAIPÉ,MG,3132305,46450,
mg itajuba,ITAJUBÁ,MG,3132404,46477,
mg itamarandiba,ITAMARANDIBA,MG,3132503,46493,
mg itamarati de minas,ITAMARATI DE MINAS,MG,3132602,46515,
mg itambacuri,ITAMBACURI,MG,3132701,46531,
mg itambe do mato dentro,ITAMBÉ DO MATO DENTRO,MG,3132800,46558,
mg itamogi,ITAMOGI,MG,3132909,46574,
mg itamonte,ITAMONTE,MG,3133006,46590,
mg itanhandu,ITANHANDU,MG,3133105,46612,
mg itanhomi,ITANHOMI,MG,3133204,46639,
mg itaobim,ITAOBIM,MG,3133303,46655,
mg itapagipe,ITAPAGIPE,MG,3133402,46671,
mg itapecerica,ITAPECERICA,MG,3133501,46698,
mg itapeva,ITAPEVA,MG,3133600,46710,
mg itatiaiucu,ITATIAIUÇU,MG,3133709,46736,
mg itau de minas,ITAÚ DE MINAS,MG,3133758,54453,
mg itauna,ITAÚNA,MG,3133808,46752,
mg itaverava,ITAVERAVA,MG,3133907,46779,
mg itinga,ITINGA,MG,3134004,46795,
mg itueta,ITUETA,MG,3134103,46817,
mg ituiutaba,ITUIUTABA,MG,3134202,46833,
mg itumirim,ITUMIRIM,MG,3134301,46850,
mg iturama,ITURAMA,MG,3134400,46876,
mg itutinga,ITUTINGA,MG,3134509,46892,
mg jaboticatubas,JABOTICATUBAS,MG,3134608,46914,
mg jacinto,JACINTO,MG,3134707,46930,
mg jacui,JACUÍ,MG,3134806,46957,
mg jacutinga,JACUTINGA,MG,3134905,46973,
mg jaguaracu,JAGUARAÇU,MG,3135001,46990,
mg jaiba,JAÍBA,MG,3135050,40282,
mg jampruca,JAMPRUCA,MG,3135076,40304,
mg janauba,JANAÚBA,MG,3135100,47015,
mg januaria,JANUÁRIA,MG,3135209,47031,
mg japaraiba,JAPARAÍBA,MG,3135308,47058,
mg japonvar,JAPONVAR,MG,3135357,42269,
mg jeceaba,JECEABA,MG,3135407,47074,
mg jenipapo de minas,JENIPAPO DE MINAS,MG,3135456,42285,
mg jequeri,JEQUERI,MG,3135506,47090,
mg jequitai,JEQUITAÍ,MG,3135605,47112,
mg jequitiba,JEQUITIBÁ,MG,3135704,47139,
mg jequitinhonha,JEQUITINHONHA,MG,3135803,47155,
mg jesuania,JESUÂNIA,MG,3135902,47171,
mg joaima,JOAÍMA,MG,3136009,47198,
mg joanesia,JOANÉSIA,MG,3136108,47210,
mg joao monlevade,JOÃO MONLEVADE,MG,3136207,47236,
mg joao pinheiro,JOÃO PINHEIRO,MG,3136306,47252,
mg joaquim felicio,JOAQUIM FELÍCIO,MG,3136405,47279,
mg jordania,JORDÂNIA,MG,3136504,47295,
mg jose goncalves de minas,JOSÉ GONÇALVES DE MINAS,MG,3136520,42307,
mg jose raydan,JOSÉ RAYDAN,MG,3136553,42323,
mg josenopolis,JOSENÓPOLIS,MG,3136579,40924,
mg juatuba,JUATUBA,MG,3136652,40320,
mg juiz de fora,JUIZ DE FORA,MG,3136702,47333,
mg juramento,JURAMENTO,MG,3136801,47350,
mg juruaia,JURUAIA,MG,3136900,47376,
mg juvenilia,JUVENÍLIA,MG,3136959,40940,
mg ladainha,LADAINHA,MG,3137007,47392,
mg lagamar,LAGAMAR,MG,3137106,47414,
mg lagoa da prata,LAGOA DA PRATA,MG,3137205,47430,
mg lagoa dos patos,LAGOA DOS PATOS,MG,3137304,47457,
mg lagoa dourada,LAGOA DOURADA,MG,3137403,47473,
mg lagoa formosa,LAGOA FORMOSA,MG,3137502,47490,
mg lagoa grande,LAGOA GRANDE,MG,3137536,40347,
mg lagoa santa,LAGOA SANTA,MG,3137601,47511,
mg lajinha,LAJINHA,MG,3137700,47538,
mg lambari,LAMBARI,MG,3137809,47554,
mg lamim,LAMIM,MG,3137908,47570,
mg laranjal,LARANJAL,MG,3138005,47597,
mg lassance,LASSANCE,MG,3138104,47619,
mg lavras,LAVRAS,MG,3138203,47635,
mg leandro ferreira,LEANDRO FERREIRA,MG,3138302,47651,
mg leme do prado,LEME DO PRADO,MG,3138351,40967,
mg leopoldina,LEOPOLDINA,MG,3138401,47678,
mg liberdade,LIBERDADE,MG,3138500,47694,
mg lima duarte,LIMA DUARTE,MG,3138609,47716,
mg limeira do oeste,LIMEIRA DO OESTE,MG,3138625,40363,
mg lontra,LONTRA,MG,3138658,40380,
mg luisburgo,LUISBURGO,MG,3138674,40983,
mg luislandia,LUISLÂNDIA,MG,3138682,41009,
mg luminarias,LUMINÁRIAS,MG,3138708,47732,
mg luz,LUZ,MG,3138807,47759,
mg machacalis,MACHACALIS,MG,3138906,47775,
mg machado,MACHADO,MG,3139003,47791,
mg madre de deus de minas,MADRE DE DEUS DE MINAS,MG,3139102,47813,
mg malacacheta,MALACACHETA,MG,3139201,47830,
mg mamonas,MAMONAS,MG,3139250,40401,
mg manga,MANGA,MG,3139300,47856,
mg manhuacu,MANHUAÇU,MG,3139409,47872,
mg manhumirim,MANHUMIRIM,MG,3139508,47899,
mg mantena,MANTENA,MG,3139607,47910,
mg mar de espanha,MAR DE ESPANHA,MG,3139805,47953,
mg maravilhas,MARAVILHAS,MG,3139706,47937,
mg maria da fe,MARIA DA FÉ,MG,3139904,47970,
mg mariana,MARIANA,MG,3140001,47996,
mg marilac,MARILAC,MG,3140100,48011,
mg mario campos,MÁRIO CAMPOS,MG,3140159,41025,
mg maripa de minas,MARIPÁ DE MINAS,MG,3140209,48038,
mg marlieria,MARLIÉRIA,MG,3140308,48054,
mg marmelopolis,MARMELÓPOLIS,MG,3140407,48070,
mg martinho campos,MARTINHO CAMPOS,MG,3140506,48097,
mg martins soares,MARTINS SOARES,MG,3140530,41041,
mg mata verde,MATA VERDE,MG,3140555,40428,
mg materlandia,MATERLÂNDIA,MG,3140605,48119,
mg mateus leme,MATEUS LEME,MG,3140704,48135,
mg mathias lobato,MATHIAS LOBATO,MG,3171501,54313,
mg matias barbosa,MATIAS BARBOSA,MG,3140803,48151,
mg matias cardoso,MATIAS CARDOSO,MG,3140852,40444,
mg matipo,MATIPÓ,MG,3140902,48178,
mg mato verde,MATO VERDE,MG,3141009,48194,
mg matozinhos,MATOZINHOS,MG,3141108,48216,
mg matutina,MATUTINA,MG,3141207,48232,
mg medeiros,MEDEIROS,MG,3141306,48259,
mg medina,MEDINA,MG,3141405,48275,
mg mendes pimentel,MENDES PIMENTEL,MG,3141504,48291,
mg merces,MERCÊS,MG,3141603,48313,
mg mesquita,MESQUITA,MG,3141702,48330,
mg minas novas,MINAS NOVAS,MG,3141801,48356,
mg minduri,MINDURI,MG,3141900,48372,
mg mirabela,MIRABELA,MG,3142007,48399,
mg miradouro,MIRADOURO,MG,3142106,48410,
mg mirai,MIRAÍ,MG,3142205,48437,
mg miravania,MIRAVÂNIA,MG,3142254,41068,
mg moeda,MOEDA,MG,3142304,48453,
mg moema,MOEMA,MG,3142403,48470,
mg monjolos,MONJOLOS,MG,3142502,48496,
mg monsenhor paulo,MONSENHOR PAULO,MG,3142601,48518,
mg montalvania,MONTALVÂNIA,MG,3142700,48534,
mg monte alegre de minas,MONTE ALEGRE DE MINAS,MG,3142809,48550,
mg monte azul,MONTE AZUL,MG,3142908,48577,
mg monte belo,MONTE BELO,MG,3143005,48593,
mg monte carmelo,MONTE CARMELO,MG,3143104,48615,
mg monte formoso,MONTE FORMOSO,MG,3143153,41084,
mg monte santo de minas,MONTE SANTO DE MINAS,MG,3143203,48631,
mg monte siao,MONTE SIÃO,MG,3143401,48674,
mg montes claros,MONTES CLAROS,MG,3143302,48658,
mg montezuma,MONTEZUMA,MG,3143450,40460,
mg morada nova de minas,MORADA NOVA DE MINAS,MG,3143500,48690,
mg morro da garca,MORRO DA GARÇA,MG,3143609,48712,
mg morro do pilar,MORRO DO PILAR,MG,3143708,48739,
mg munhoz,MUNHOZ,MG,3143807,48755,
mg muriae,MURIAÉ,MG,3143906,48771,
mg mutum,MUTUM,MG,3144003,48798,
mg muzambinho,MUZAMBINHO,MG,3144102,48810,
mg nacip raydan,NACIP RAYDAN,MG,3144201,48836,
mg nanuque,NANUQUE,MG,3144300,48852,
mg naque,NAQUE,MG,3144359,40487,
mg natalandia,NATALÂNDIA,MG,3144375,41106,
mg natercia,NATÉRCIA,MG,3144409,48879,
mg nazareno,NAZARENO,MG,3144508,48895,
mg nepomuceno,NEPOMUCENO,MG,3144607,48917,
mg ninheira,NINHEIRA,MG,3144656,41122,
mg nova belem,NOVA BELÉM,MG,3144672,41149,
mg nova era,NOVA ERA,MG,3144706,48933,
mg nova lima,NOVA LIMA,MG,3144805,48950,
mg nova modica,NOVA MÓDICA,MG,3144904,48976,
mg nova ponte,NOVA PONTE,MG,3145000,48992,
mg nova porteirinha,NOVA PORTEIRINHA,MG,3145059,41165,
mg nova resende,NOVA RESENDE,MG,3145109,49018,
mg nova serrana,NOVA SERRANA,MG,3145208,49034,
mg nova uniao,NOVA UNIÃO,MG,3136603,47317,
mg novo cruzeiro,NOVO CRUZEIRO,MG,3145307,49050,
mg novo oriente de minas,NOVO ORIENTE DE MINAS,MG,3145356,40509,
mg novorizonte,NOVORIZONTE,MG,3145372,41181,
mg olaria,OLARIA,MG,3145406,49077,
mg olhos dagua,OLHOS D'ÁGUA,MG,3145455,41203,S
mg olimpio noronha,OLÍMPIO NORONHA,MG,3145505,49093,
mg oliveira,OLIVEIRA,MG,3145604,49115,
mg oliveira fortes,OLIVEIRA FORTES,MG,3145703,49131,
mg onca de pitangui,ONÇA DE PITANGUI,MG,3145802,49158,
mg oratorios,ORATÓRIOS,MG,3145851,41220,
mg orizania,ORIZÂNIA,MG,3145877,41246,
mg ouro branco,OURO BRANCO,MG,3145901,49174,
mg ouro fino,OURO FINO,MG,3146008,49190,
mg ouro preto,OURO PRETO,MG,3146107,49212,
mg ouro verde de minas,OURO VERDE DE MINAS,MG,3146206,49239,
mg padre carvalho,PADRE CARVALHO,MG,3146255,41262,
mg padre paraiso,PADRE PARAÍSO,MG,3146305,49255,
mg pai pedro,PAI PEDRO,MG,3146552,41289,
mg paineiras,PAINEIRAS,MG,3146404,49271,
mg pains,PAINS,MG,3146503,49298,
mg paiva,PAIVA,MG,3146602,49310,
mg palma,PALMA,MG,3146701,49336,
mg palmopolis,PALMÓPOLIS,MG,3146750,40525,
mg papagaios,PAPAGAIOS,MG,3146909,49379,
mg para de minas,PARÁ DE MINAS,MG,3147105,49417,
mg paracatu,PARACATU,MG,3147006,49395,
mg paraguacu,PARAGUAÇU,MG,3147204,49433,
mg paraisopolis,PARAISÓPOLIS,MG,3147303,49450,
mg paraopeba,PARAOPEBA,MG,3147402,49476,
mg passa quatro,PASSA QUATRO,MG,3147600,49514,
mg passa tempo,PASSA TEMPO,MG,3147709,49530,
mg passa vinte,PASSA VINTE,MG,3147808,49557,
mg passabem,PASSABÉM,MG,3147501,49492,
mg passos,PASSOS,MG,3147907,49573,
mg patis,PATIS,MG,3147956,41300,
mg patos de minas,PATOS DE MINAS,MG,3148004,49590,
mg patrocinio,PATROCÍNIO,MG,3148103,49611,
mg patrocinio do muriae,PATROCÍNIO DO MURIAÉ,MG,3148202,49638,
mg paula candido,PAULA CÂNDIDO,MG,3148301,49654,
mg paulistas,PAULISTAS,MG,3148400,49670,
mg pavao,PAVÃO,MG,3148509,49697,
mg pecanha,PEÇANHA,MG,3148608,49719,
mg pedra azul,PEDRA AZUL,MG,3148707,49735,
mg pedra bonita,PEDRA BONITA,MG,3148756,41327,
mg pedra do anta,PEDRA DO ANTA,MG,3148806,49751,
mg pedra do indaia,PEDRA DO INDAIÁ,MG,3148905,49778,
mg pedra dourada,PEDRA DOURADA,MG,3149002,49794,
mg pedralva,PEDRALVA,MG,3149101,49816,
mg pedras de maria da cruz,PEDRAS DE MARIA DA CRUZ,MG,3149150,40541,
